# Z-profile-Fitting_result:_Component_#1-Statistic_Mean-Coordinate_Current concat_contsub_spw0_cube.image.pbcor.fits
# xLabel: [LSRK] Frequency (MHz)
# yLabel: Value (K)
# ellipse[[565.965761pix, 429.757080pix], [3.037950pix, 3.335789pix], 0.202079deg]	
# ellipse(wcs:ICRS)[[8:32:08.6594723594, -43:13:45.3120694333], [0.1518975155", 0.1667894288"], 0.202079deg]	
# x	y
216972.574704	2.0118123053e-1
216973.062989	1.3297660537e-1
216973.551274	-4.2648488005e-1
216974.039559	-7.6090897145e-1
216974.527844	-4.3867615009e-1
216975.016129	6.4665321491e-2
216975.504414	-1.3931745322e-1
216975.992699	-6.0798853310e-1
216976.480984	-5.9749879596e-1
216976.969269	-8.0885709890e-1
216977.457554	-1.5565534547e+0
216977.945839	-1.8769746588e+0
216978.434124	-7.9670515732e-1
216978.922409	3.9516492557e-1
216979.410694	-1.2381561327e-1
216979.898979	-4.9936377020e-1
216980.387264	-3.1577275248e-1
216980.875549	-5.2562074843e-1
216981.363834	-3.0570154869e-1
216981.852119	2.9467011857e-1
216982.340404	5.2463584680e-1
216982.828689	3.8102141813e-1
216983.316974	3.2576491500e-1
216983.805259	-3.2992936584e-2
216984.293544	-5.6590182535e-1
216984.78182899999	-4.6404553233e-1
216985.27011399998	-8.0066716416e-2
216985.75839899998	1.5155629300e-1
216986.24668399998	2.0876115251e-1
216986.73496899998	2.9517127217e-1
216987.22325399998	6.4795450621e-1
216987.71153899998	7.6912563424e-1
216988.19982399998	5.4579210057e-1
216988.68810899998	2.4945932983e-1
216989.17639399998	3.0493591112e-1
216989.66467899998	3.7050241811e-1
216990.15296399998	1.5028186241e-1
216990.64124899998	-1.9044948795e-1
216991.12953399998	-5.6479226039e-1
216991.61781899998	-5.3488259923e-1
216992.10610399998	-4.7084045320e-1
216992.59438899998	-3.2814990217e-1
216993.08267399998	2.6152968827e-1
216993.570959	7.9850208803e-1
216994.059244	8.3276805066e-1
216994.547529	6.9232762834e-1
216995.035814	5.0500638874e-1
216995.524099	-1.4151273450e-1
216996.012384	-5.7063136772e-1
216996.500669	-2.8399903459e-1
216996.988954	1.6341763575e-1
216997.477239	1.7699661979e-1
216997.965524	-1.1790846632e-1
216998.453809	-1.9307779734e-1
216998.942094	2.3745657191e-1
216999.430379	7.8477770701e-1
216999.918664	5.9441760664e-1
217000.406949	-4.4817030916e-2
217000.895234	-1.0857667687e-2
217001.383519	3.1675639049e-1
217001.871804	2.5225632873e-1
217002.360089	-1.3997115127e-1
217002.848374	-6.2943194449e-1
217003.336659	-9.9651646872e-1
217003.824944	-1.0370563316e+0
217004.313229	-1.2675571525e+0
217004.801514	-1.6831931761e+0
217005.289799	-1.4834530073e+0
217005.778084	-6.6668148709e-1
217006.266369	-5.8809687174e-1
217006.754654	-1.1543524697e+0
217007.242939	-5.1558889718e-1
217007.731224	3.6294232619e-1
217008.219509	2.0764645857e-1
217008.707794	7.1679131329e-2
217009.196079	-1.0203484450e-1
217009.684364	-6.7307356016e-1
217010.172649	-9.5631069847e-1
217010.66093399998	-2.9126071578e-1
217011.14921899998	6.8995341688e-1
217011.63750399998	6.6280538078e-1
217012.12578899998	4.9477408712e-1
217012.61407399998	1.3870131272e+0
217013.10235899998	2.3643785686e+0
217013.59064399998	2.8357797617e+0
217014.07892899998	3.4029864188e+0
217014.56721399998	4.1844131225e+0
217015.05549899998	5.4477712914e+0
217015.54378399998	5.1662537761e+0
